Frequenz (Hz)	Pegel (dB)
17521,971130	-131,131653
17522,644043	-135,368073
17523,316956	-135,049240
17523,989868	-133,291245
17524,662781	-133,639496
17525,335693	-133,907578
17526,008606	-133,060394
17526,681519	-134,275146
17527,354431	-135,007401
17528,027344	-133,687927
17528,700256	-132,656708
17529,373169	-134,078568
17530,046082	-130,299622
17530,718994	-131,163040
17531,391907	-131,875854
17532,064819	-132,943954
17532,737732	-134,554306
17533,410645	-133,927048
17534,083557	-135,808197
17534,756470	-135,349014
17535,429382	-134,647079
17536,102295	-133,763336
17536,775208	-133,945770
17537,448120	-135,840622
17538,121033	-137,170456
17538,793945	-136,414581
17539,466858	-134,543961
17540,139771	-131,312073
17540,812683	-132,571106
17541,485596	-132,417786
17542,158508	-131,500732
17542,831421	-132,356628
17543,504333	-134,183563
17544,177246	-134,551407
17544,850159	-133,174347
17545,523071	-134,374451
17546,195984	-134,749451
17546,868896	-133,212509
17547,541809	-134,745316
17548,214722	-136,002258
17548,887634	-133,976074
17549,560547	-133,867981
17550,233459	-134,662125
17550,906372	-134,371445
17551,579285	-134,869339
17552,252197	-135,189087
17552,925110	-136,934204
17553,598022	-133,581741
17554,270935	-133,168457
17554,943848	-136,321518
17555,616760	-134,991440
17556,289673	-131,861404
17556,962585	-132,181625
17557,635498	-135,822906
17558,308411	-134,659668
17558,981323	-134,828064
17559,654236	-136,069962
17560,327148	-134,228943
17561,000061	-133,480133
17561,672974	-133,843018
17562,345886	-135,037430
17563,018799	-133,074738
17563,691711	-132,490570
17564,364624	-133,479080
17565,037537	-134,486465
17565,710449	-133,081726
17566,383362	-133,945374
17567,056274	-135,664322
17567,729187	-132,878448
17568,402100	-133,577530
17569,075012	-137,197128
17569,747925	-137,803360
17570,420837	-137,589767
17571,093750	-137,106644
17571,766663	-133,470490
17572,439575	-131,850128
17573,112488	-133,642807
17573,785400	-134,242386
17574,458313	-138,260635
17575,131226	-135,288239
17575,804138	-133,254547
17576,477051	-132,332703
17577,149963	-132,546890
17577,822876	-133,971512
17578,495789	-133,125031
17579,168701	-134,069977
17579,841614	-133,267227
17580,514526	-134,481461
17581,187439	-136,402542
17581,860352	-137,413666
17582,533264	-135,764923
17583,206177	-133,176971
17583,879089	-137,232864
17584,552002	-132,685638
17585,224915	-130,429199
17585,897827	-134,868973
17586,570740	-132,107681
17587,243652	-131,752899
17587,916565	-132,379639
17588,589478	-137,141525
17589,262390	-135,323853
17589,935303	-136,027115
17590,608215	-135,063446
17591,281128	-134,712341
17591,954041	-134,072327
17592,626953	-135,851807
17593,299866	-133,792542
17593,972778	-132,598831
17594,645691	-135,606186
17595,318604	-133,355408
17595,991516	-133,601669
17596,664429	-133,373962
17597,337341	-133,620071
17598,010254	-135,642776
17598,683167	-135,404678
17599,356079	-132,811829
17600,028992	-134,687286
17600,701904	-134,145691
17601,374817	-134,897202
17602,047729	-132,652115
17602,720642	-133,979401
17603,393555	-135,529175
17604,066467	-134,572479
17604,739380	-133,547913
17605,412292	-133,520844
17606,085205	-133,905060
17606,758118	-133,573563
17607,431030	-133,880707
17608,103943	-132,434158
17608,776855	-132,019379
17609,449768	-133,765411
17610,122681	-133,428024
17610,795593	-132,672195
17611,468506	-135,622391
17612,141418	-134,730347
17612,814331	-135,851105
17613,487244	-133,221176
17614,160156	-134,597137
17614,833069	-134,612488
17615,505981	-134,199265
17616,178894	-133,910675
17616,851807	-131,748337
17617,524719	-131,835587
17618,197632	-135,030746
17618,870544	-136,962936
17619,543457	-136,786331
17620,216370	-136,062317
17620,889282	-135,974396
17621,562195	-133,348282
17622,235107	-133,418060
17622,908020	-131,998596
17623,580933	-133,462204
17624,253845	-132,953430
17624,926758	-134,325943
17625,599670	-133,773941
17626,272583	-132,048828
17626,945496	-132,852921
17627,618408	-132,580261
17628,291321	-132,177521
17628,964233	-132,073181
17629,637146	-134,777130
17630,310059	-133,153152
17630,982971	-132,820801
17631,655884	-132,490860
17632,328796	-133,319855
17633,001709	-133,835983
17633,674622	-132,975525
17634,347534	-132,852402
17635,020447	-133,110931
17635,693359	-131,665482
17636,366272	-132,406708
17637,039185	-134,892990
17637,712097	-135,275452
17638,385010	-134,537277
17639,057922	-133,324005
17639,730835	-135,457367
17640,403748	-135,641968
17641,076660	-133,037552
17641,749573	-134,473465
17642,422485	-134,374664
17643,095398	-135,345840
17643,768311	-133,423508
17644,441223	-135,242783
17645,114136	-135,289444
17645,787048	-135,164795
17646,459961	-135,021454
17647,132874	-134,771393
17647,805786	-134,443344
17648,478699	-134,053299
17649,151611	-133,972321
17649,824524	-134,854752
17650,497437	-134,088470
17651,170349	-132,386002
17651,843262	-133,834030
17652,516174	-135,971527
17653,189087	-134,505829
17653,862000	-135,196732
17654,534912	-138,212341
17655,207825	-133,711349
17655,880737	-131,493958
17656,553650	-133,724365
17657,226563	-134,544724
17657,899475	-132,970337
17658,572388	-135,119141
17659,245300	-132,948792
17659,918213	-130,061707
17660,591125	-134,322571
17661,264038	-134,960159
17661,936951	-135,821289
17662,609863	-135,785583
17663,282776	-135,291885
17663,955688	-134,079391
17664,628601	-135,585388
17665,301514	-133,289749
17665,974426	-133,374451
17666,647339	-133,019531
17667,320251	-131,601288
17667,993164	-134,376129
17668,666077	-133,422943
17669,338989	-132,485428
17670,011902	-133,024323
17670,684814	-132,350082
17671,357727	-134,051849
17672,030640	-134,428513
17672,703552	-134,486313
17673,376465	-135,714020
17674,049377	-136,020508
17674,722290	-137,281662
17675,395203	-134,727737
17676,068115	-136,149704
17676,741028	-135,417191
17677,413940	-136,990082
17678,086853	-132,644333
17678,759766	-136,240982
17679,432678	-138,249069
17680,105591	-133,489044
17680,778503	-132,055695
17681,451416	-135,666885
17682,124329	-135,848404
17682,797241	-133,404053
17683,470154	-132,266525
17684,143066	-131,865219
17684,815979	-133,551559
17685,488892	-133,658524
17686,161804	-133,165741
17686,834717	-133,932358
17687,507629	-135,301331
17688,180542	-136,274719
17688,853455	-134,870560
17689,526367	-134,815277
17690,199280	-139,011337
17690,872192	-135,779221
17691,545105	-134,682495
17692,218018	-134,361725
17692,890930	-135,031754
17693,563843	-133,969528
17694,236755	-136,565018
17694,909668	-136,329758
17695,582581	-132,613617
17696,255493	-132,278763
17696,928406	-134,486832
17697,601318	-133,679123
17698,274231	-133,322037
17698,947144	-131,187897
17699,620056	-132,047073
17700,292969	-132,796005
17700,965881	-133,373123
17701,638794	-134,535645
17702,311707	-132,449875
17702,984619	-132,342422
17703,657532	-135,264954
17704,330444	-134,679932
17705,003357	-134,967255
17705,676270	-133,119431
17706,349182	-131,487411
17707,022095	-133,426453
17707,695007	-131,548187
17708,367920	-134,549973
17709,040833	-134,319016
17709,713745	-135,537247
17710,386658	-136,159561
17711,059570	-136,871140
17711,732483	-134,733719
17712,405396	-134,860764
17713,078308	-134,426910
17713,751221	-136,005051
17714,424133	-134,373611
17715,097046	-133,038712
17715,769958	-136,447647
17716,442871	-136,153748
17717,115784	-133,647339
17717,788696	-134,375153
17718,461609	-132,387131
17719,134521	-134,238770
17719,807434	-134,844482
17720,480347	-135,121918
17721,153259	-135,519409
17721,826172	-136,016449
17722,499084	-134,259995
17723,171997	-130,686462
17723,844910	-130,655029
17724,517822	-134,866821
17725,190735	-136,528687
17725,863647	-135,249496
17726,536560	-134,680344
17727,209473	-135,431625
17727,882385	-137,436157
17728,555298	-135,486649
17729,228210	-134,300827
17729,901123	-137,187943
17730,574036	-132,819046
17731,246948	-133,244736
17731,919861	-133,627670
17732,592773	-135,200165
17733,265686	-134,591599
17733,938599	-133,987213
17734,611511	-134,694809
17735,284424	-133,902039
17735,957336	-134,349533
17736,630249	-132,383179
17737,303162	-133,235306
17737,976074	-133,571945
17738,648987	-133,104126
17739,321899	-132,980545
17739,994812	-131,090958
17740,667725	-132,586044
17741,340637	-131,975769
17742,013550	-134,229370
17742,686462	-134,188507
17743,359375	-132,454758
17744,032288	-133,964172
17744,705200	-136,473938
17745,378113	-134,006393
17746,051025	-133,156326
17746,723938	-136,284622
17747,396851	-131,831406
17748,069763	-133,185974
17748,742676	-133,903442
17749,415588	-133,121765
17750,088501	-132,536957
17750,761414	-133,850739
17751,434326	-134,054108
17752,107239	-135,091354
17752,780151	-136,309937
17753,453064	-135,500824
17754,125977	-131,593155
17754,798889	-130,263474
17755,471802	-131,497803
17756,144714	-134,256714
17756,817627	-135,860641
17757,490540	-136,997269
17758,163452	-135,427185
17758,836365	-135,022827
17759,509277	-136,935349
17760,182190	-134,361099
17760,855103	-136,070084
17761,528015	-133,873795
17762,200928	-133,014847
17762,873840	-132,627670
17763,546753	-135,336288
17764,219666	-135,302658
17764,892578	-135,318741
17765,565491	-135,453934
17766,238403	-134,205612
17766,911316	-133,635406
17767,584229	-134,603531
17768,257141	-133,664383
17768,930054	-133,414154
17769,602966	-133,003815
17770,275879	-134,261093
17770,948792	-135,998566
17771,621704	-134,710083
17772,294617	-135,751389
17772,967529	-134,759430
17773,640442	-136,439880
17774,313354	-138,284637
17774,986267	-137,684357
17775,659180	-136,439850
17776,332092	-137,108719
17777,005005	-137,192673
17777,677917	-134,734985
17778,350830	-133,603592
17779,023743	-133,589981
17779,696655	-134,187057
17780,369568	-134,816360
17781,042480	-135,786163
17781,715393	-135,675034
17782,388306	-135,598038
17783,061218	-134,097046
17783,734131	-135,723145
17784,407043	-134,199036
17785,079956	-134,587677
17785,752869	-132,689697
17786,425781	-132,957016
17787,098694	-134,814240
17787,771606	-136,882858
17788,444519	-137,607468
17789,117432	-135,248169
17789,790344	-135,293213
17790,463257	-136,170593
17791,136169	-135,926971
17791,809082	-133,706894
17792,481995	-134,513199
17793,154907	-132,787445
17793,827820	-131,760986
17794,500732	-131,271194
17795,173645	-133,686752
17795,846558	-133,990372
17796,519470	-132,690994
17797,192383	-133,376785
17797,865295	-134,806396
17798,538208	-135,465500
17799,211121	-133,407257
17799,884033	-133,602737
17800,556946	-133,992355
17801,229858	-135,954193
17801,902771	-138,561340
17802,575684	-135,496613
17803,248596	-131,446121
17803,921509	-133,162781
17804,594421	-137,033966
17805,267334	-131,649170
17805,940247	-132,103653
17806,613159	-134,652771
17807,286072	-134,710205
17807,958984	-134,329788
17808,631897	-134,266708
17809,304810	-134,194901
17809,977722	-133,669159
17810,650635	-135,634048
17811,323547	-136,795517
17811,996460	-134,286331
17812,669373	-133,710587
17813,342285	-135,511963
17814,015198	-136,059326
17814,688110	-134,078735
17815,361023	-134,956497
17816,033936	-133,753342
17816,706848	-136,846649
17817,379761	-136,254105
17818,052673	-134,326965
17818,725586	-135,558701
17819,398499	-136,682175
17820,071411	-133,708908
17820,744324	-132,803802
17821,417236	-135,411499
17822,090149	-136,460114
17822,763062	-135,192780
17823,435974	-136,114288
17824,108887	-133,496979
17824,781799	-134,141342
17825,454712	-133,063156
17826,127625	-132,856705
17826,800537	-131,617661
17827,473450	-134,143112
17828,146362	-135,376282
17828,819275	-132,517197
17829,492188	-132,097870
17830,165100	-133,669846
17830,838013	-134,692780
17831,510925	-131,703445
17832,183838	-130,630142
17832,856750	-131,998642
17833,529663	-133,863464
17834,202576	-135,285294
17834,875488	-134,678757
17835,548401	-133,320953
17836,221313	-132,169159
17836,894226	-135,464966
17837,567139	-137,453674
17838,240051	-139,252945
17838,912964	-135,461319
17839,585876	-133,741760
17840,258789	-135,926590
17840,931702	-132,640472
17841,604614	-133,888855
17842,277527	-133,707275
17842,950439	-136,999649
17843,623352	-136,183990
17844,296265	-132,854614
17844,969177	-133,030991
17845,642090	-134,110107
17846,315002	-133,963821
17846,987915	-132,933121
17847,660828	-132,578552
17848,333740	-132,427551
17849,006653	-133,617737
17849,679565	-134,732178
17850,352478	-133,704224
17851,025391	-133,680389
17851,698303	-134,749390
17852,371216	-132,012421
17853,044128	-132,991043
17853,717041	-134,928772
17854,389954	-133,814941
17855,062866	-134,976044
17855,735779	-133,699677
17856,408691	-134,478638
17857,081604	-134,988144
17857,754517	-135,712326
17858,427429	-133,502899
17859,100342	-136,187393
17859,773254	-135,042542
17860,446167	-134,453247
17861,119080	-134,914001
17861,791992	-137,192917
17862,464905	-134,864548
17863,137817	-136,230011
17863,810730	-135,016083
17864,483643	-136,016357
17865,156555	-134,624863
17865,829468	-132,517563
17866,502380	-132,154709
17867,175293	-130,516846
17867,848206	-131,371048
17868,521118	-133,835831
17869,194031	-134,837326
17869,866943	-133,992462
17870,539856	-132,609070
17871,212769	-132,747421
17871,885681	-136,363800
17872,558594	-134,609604
17873,231506	-134,800323
17873,904419	-136,028458
17874,577332	-135,521179
17875,250244	-135,705948
17875,923157	-132,515060
17876,596069	-129,982376
17877,268982	-132,780533
17877,941895	-134,965652
17878,614807	-135,624847
17879,287720	-133,283066
17879,960632	-133,037796
17880,633545	-134,179947
17881,306458	-133,055786
17881,979370	-134,830994
17882,652283	-132,899002
17883,325195	-133,101746
17883,998108	-135,219360
17884,671021	-133,861038
17885,343933	-132,367416
17886,016846	-130,918198
17886,689758	-133,413177
17887,362671	-134,185760
17888,035583	-135,782486
17888,708496	-136,905640
17889,381409	-133,971054
17890,054321	-133,407745
17890,727234	-133,450363
17891,400146	-134,557266
17892,073059	-133,755051
17892,745972	-132,266846
17893,418884	-132,982635
17894,091797	-135,585938
17894,764709	-136,638580
17895,437622	-134,459076
17896,110535	-134,513336
17896,783447	-133,016357
17897,456360	-135,223770
17898,129272	-136,337433
17898,802185	-132,944672
17899,475098	-133,748581
17900,148010	-137,149704
17900,820923	-136,738846
17901,493835	-136,602158
17902,166748	-135,854935
17902,839661	-133,096069
17903,512573	-133,899765
17904,185486	-133,408295
17904,858398	-134,121567
17905,531311	-132,944992
17906,204224	-132,467285
17906,877136	-133,618378
17907,550049	-132,959793
17908,222961	-133,285721
17908,895874	-137,749557
17909,568787	-137,396774
17910,241699	-134,718430
17910,914612	-133,294266
17911,587524	-133,862671
17912,260437	-131,124146
17912,933350	-131,687805
17913,606262	-131,969879
17914,279175	-131,958328
17914,952087	-132,019547
17915,625000	-128,241455
17916,297913	-132,015060
17916,970825	-134,572296
17917,643738	-132,544189
17918,316650	-133,436279
17918,989563	-133,659225
17919,662476	-135,633423
17920,335388	-136,350113
17921,008301	-134,616974
17921,681213	-135,528824
17922,354126	-133,828766
17923,027039	-132,357147
17923,699951	-133,397156
17924,372864	-133,118912
17925,045776	-132,275406
17925,718689	-132,389465
17926,391602	-135,367599
17927,064514	-134,764114
17927,737427	-136,331787
17928,410339	-134,911118
17929,083252	-135,558197
17929,756165	-131,801163
17930,429077	-133,740128
17931,101990	-134,910156
17931,774902	-134,885300
17932,447815	-133,219162
17933,120728	-132,462433
17933,793640	-133,646469
17934,466553	-132,472626
17935,139465	-133,801041
17935,812378	-133,749725
17936,485291	-132,638260
17937,158203	-134,120865
17937,831116	-133,971909
17938,504028	-133,205017
17939,176941	-134,081421
17939,849854	-132,003281
17940,522766	-135,347244
17941,195679	-136,576279
17941,868591	-136,241440
17942,541504	-132,401794
17943,214417	-131,611176
17943,887329	-132,377365
17944,560242	-132,557495
17945,233154	-133,834702
17945,906067	-133,167923
17946,578979	-132,093704
17947,251892	-131,036652
17947,924805	-132,792816
17948,597717	-135,452774
17949,270630	-135,705444
17949,943542	-131,412491
17950,616455	-132,568481
17951,289368	-131,975311
17951,962280	-132,195877
17952,635193	-132,354904
17953,308105	-134,511063
17953,981018	-132,715942
17954,653931	-133,926163
17955,326843	-134,197815
17955,999756	-131,791260
17956,672668	-133,204407
17957,345581	-134,190521
17958,018494	-134,389801
17958,691406	-133,431152
17959,364319	-133,909882
17960,037231	-132,999557
17960,710144	-134,443649
17961,383057	-134,586578
17962,055969	-136,511169
17962,728882	-136,323486
17963,401794	-137,930481
17964,074707	-136,433716
17964,747620	-132,956909
17965,420532	-131,328491
17966,093445	-132,932495
17966,766357	-135,639313
17967,439270	-136,809692
17968,112183	-136,408493
17968,785095	-134,410339
17969,458008	-132,881104
17970,130920	-136,794632
17970,803833	-135,552551
17971,476746	-134,423492
17972,149658	-134,521423
17972,822571	-134,645538
17973,495483	-133,179123
17974,168396	-131,485626
17974,841309	-133,562363
17975,514221	-133,490829
17976,187134	-135,021271
17976,860046	-134,644501
17977,532959	-134,383377
17978,205872	-136,810562
17978,878784	-134,869141
17979,551697	-128,026276
17980,224609	-122,417236
17980,897522	-121,574989
17981,570435	-124,943428
17982,243347	-130,348297
17982,916260	-132,213776
17983,589172	-133,502563
17984,262085	-133,431778
17984,934998	-132,860992
17985,607910	-134,538834
17986,280823	-135,777344
17986,953735	-134,720566
17987,626648	-135,328171
17988,299561	-136,652542
17988,972473	-137,661850
17989,645386	-135,358139
17990,318298	-133,320877
17990,991211	-135,119751
17991,664124	-135,594299
17992,337036	-133,623245
17993,009949	-136,635056
17993,682861	-133,729095
17994,355774	-133,528931
17995,028687	-134,275955
17995,701599	-137,550385
17996,374512	-136,355911
17997,047424	-135,088699
17997,720337	-134,000977
17998,393250	-133,759186
17999,066162	-137,589554
17999,739075	-135,140381
18000,411987	-134,416763
18001,084900	-134,105545
18001,757813	-135,316147
18002,430725	-134,159760
18003,103638	-134,544022
18003,776550	-134,741837
18004,449463	-135,988205
18005,122375	-134,272385
18005,795288	-136,027390
18006,468201	-133,539841
18007,141113	-133,125381
18007,814026	-133,206223
18008,486938	-132,341858
18009,159851	-132,018509
18009,832764	-131,269318
18010,505676	-132,123627
18011,178589	-133,713577
18011,851501	-138,035294
18012,524414	-136,400345
18013,197327	-136,259995
18013,870239	-134,994904
18014,543152	-132,873871
18015,216064	-132,981873
18015,888977	-135,026230
18016,561890	-135,028946
18017,234802	-134,126633
18017,907715	-133,618240
18018,580627	-131,712082
18019,253540	-133,326431
18019,926453	-132,589005
18020,599365	-134,341461
18021,272278	-134,017761
18021,945190	-135,782990
18022,618103	-137,571548
18023,291016	-134,772507
18023,963928	-135,002167
18024,636841	-137,223282
18025,309753	-136,199707
18025,982666	-132,022827
18026,655579	-132,237045
18027,328491	-134,650467
18028,001404	-131,970016
18028,674316	-132,339249
18029,347229	-132,269806
18030,020142	-132,915924
18030,693054	-134,543121
18031,365967	-135,647537
18032,038879	-133,660431
18032,711792	-133,017776
18033,384705	-132,645706
18034,057617	-133,505493
18034,730530	-135,054810
18035,403442	-135,927979
18036,076355	-133,931870
18036,749268	-133,544693
18037,422180	-133,995926
18038,095093	-132,575317
18038,768005	-134,795929
18039,440918	-133,611450
18040,113831	-135,485397
18040,786743	-133,642197
18041,459656	-133,302475
18042,132568	-132,159134
18042,805481	-132,197586
18043,478394	-135,904114
18044,151306	-133,675842
18044,824219	-134,108154
18045,497131	-136,808777
18046,170044	-136,727570
18046,842957	-137,081299
18047,515869	-132,795761
18048,188782	-132,337296
18048,861694	-133,103256
18049,534607	-134,360840
18050,207520	-137,889374
18050,880432	-134,230179
18051,553345	-135,980194
18052,226257	-133,489578
18052,899170	-134,043472
18053,572083	-133,443878
18054,244995	-133,501175
18054,917908	-134,222656
18055,590820	-134,552155
18056,263733	-135,274536
18056,936646	-133,305359
18057,609558	-134,508896
18058,282471	-133,974396
18058,955383	-132,215073
18059,628296	-131,726364
18060,301208	-132,992783
18060,974121	-134,217133
18061,647034	-134,569946
18062,319946	-133,595184
18062,992859	-136,731949
18063,665771	-134,880707
18064,338684	-132,989807
18065,011597	-132,944565
18065,684509	-136,436249
18066,357422	-133,721634
18067,030334	-134,061874
18067,703247	-134,598572
18068,376160	-134,816879
18069,049072	-132,252228
18069,721985	-134,686646
18070,394897	-135,649384
18071,067810	-133,566345
18071,740723	-132,342346
18072,413635	-132,301575
18073,086548	-133,939453
18073,759460	-134,763306
18074,432373	-134,659119
18075,105286	-135,588470
18075,778198	-134,433502
18076,451111	-134,727737
18077,124023	-134,701904
18077,796936	-135,174728
18078,469849	-133,619522
18079,142761	-133,622177
18079,815674	-134,442856
18080,488586	-140,375778
18081,161499	-136,553162
18081,834412	-134,179123
18082,507324	-133,511963
18083,180237	-131,712555
18083,853149	-135,478287
18084,526062	-133,467194
18085,198975	-131,585831
18085,871887	-133,385925
18086,544800	-135,183182
18087,217712	-133,963409
18087,890625	-132,026169
18088,563538	-134,788895
18089,236450	-136,478516
18089,909363	-134,161072
18090,582275	-132,077332
18091,255188	-134,019730
18091,928101	-133,983398
18092,601013	-135,749100
18093,273926	-135,829437
18093,946838	-133,740082
18094,619751	-132,111206
18095,292664	-132,566757
18095,965576	-133,747986
18096,638489	-132,198654
18097,311401	-132,817413
18097,984314	-134,341751
18098,657227	-134,707642
18099,330139	-136,371048
18100,003052	-136,090576
18100,675964	-134,830688
18101,348877	-134,938843
18102,021790	-134,646408
18102,694702	-132,848404
18103,367615	-133,299286
18104,040527	-135,545746
18104,713440	-134,908966
18105,386353	-136,891037
18106,059265	-132,124466
18106,732178	-133,800781
18107,405090	-134,786606
18108,078003	-136,814697
18108,750916	-135,070740
18109,423828	-136,019623
18110,096741	-136,603745
18110,769653	-136,006729
18111,442566	-135,721283
18112,115479	-134,081009
18112,788391	-133,998581
18113,461304	-133,517670
18114,134216	-134,055161
18114,807129	-134,067230
18115,480042	-133,597076
18116,152954	-131,440018
18116,825867	-134,690018
18117,498779	-135,317276
18118,171692	-135,160446
18118,844604	-140,073578
18119,517517	-135,066757
18120,190430	-135,389877
18120,863342	-132,939209
18121,536255	-136,527161
18122,209167	-135,260818
18122,882080	-134,862869
18123,554993	-135,717239
18124,227905	-138,382767
18124,900818	-139,833450
18125,573730	-136,010010
18126,246643	-134,287384
18126,919556	-133,567490
18127,592468	-134,912201
18128,265381	-135,275650
18128,938293	-133,514877
18129,611206	-132,233124
18130,284119	-133,808929
18130,957031	-134,203156
18131,629944	-133,717010
18132,302856	-132,239838
18132,975769	-133,640427
18133,648682	-133,166458
18134,321594	-133,133804
18134,994507	-133,239456
18135,667419	-132,623184
18136,340332	-133,785675
18137,013245	-133,481979
18137,686157	-135,720856
18138,359070	-137,324356
18139,031982	-134,862946
18139,704895	-133,104309
18140,377808	-132,326447
18141,050720	-134,829086
18141,723633	-133,740173
18142,396545	-133,557846
18143,069458	-132,056580
18143,742371	-131,612717
18144,415283	-133,216675
18145,088196	-132,725418
18145,761108	-133,078995
18146,434021	-134,392807
18147,106934	-133,010300
18147,779846	-134,150146
18148,452759	-136,847656
18149,125671	-133,342865
18149,798584	-132,649002
18150,471497	-136,516373
18151,144409	-132,475204
18151,817322	-133,790573
18152,490234	-136,860214
18153,163147	-134,188431
18153,836060	-137,782928
18154,508972	-134,523865
18155,181885	-134,528397
18155,854797	-135,364120
18156,527710	-134,763046
18157,200623	-134,036224
18157,873535	-134,955536
18158,546448	-136,111206
18159,219360	-134,472198
18159,892273	-132,797028
18160,565186	-134,622635
18161,238098	-132,372864
18161,911011	-132,865921
18162,583923	-135,001053
18163,256836	-134,677261
18163,929749	-135,032196
18164,602661	-136,093582
18165,275574	-132,462372
18165,948486	-133,558060
18166,621399	-133,918884
18167,294312	-135,566528
18167,967224	-136,068634
18168,640137	-133,812195
18169,313049	-134,686523
18169,985962	-135,185394
18170,658875	-133,279648
18171,331787	-133,641602
18172,004700	-134,513245
18172,677612	-137,340256
18173,350525	-134,135193
18174,023438	-134,655930
18174,696350	-137,310928
18175,369263	-134,969620
18176,042175	-134,454880
18176,715088	-133,887344
18177,388000	-132,804443
18178,060913	-134,420471
18178,733826	-137,503159
18179,406738	-138,097916
18180,079651	-136,191757
18180,752563	-135,135788
18181,425476	-134,861984
18182,098389	-133,377014
18182,771301	-133,696152
18183,444214	-138,064804
18184,117126	-135,871002
18184,790039	-136,022522
18185,462952	-134,143158
18186,135864	-130,860428
18186,808777	-133,243896
18187,481689	-132,786728
18188,154602	-132,579178
18188,827515	-133,415588
18189,500427	-134,603134
18190,173340	-134,018387
18190,846252	-132,748428
18191,519165	-133,080597
18192,192078	-135,086807
18192,864990	-133,263107
18193,537903	-134,423447
18194,210815	-134,001465
18194,883728	-135,020233
18195,556641	-133,536545
18196,229553	-132,301605
18196,902466	-135,421158
18197,575378	-134,085541
18198,248291	-133,735046
18198,921204	-135,924515
18199,594116	-134,044022
18200,267029	-133,754669
18200,939941	-138,065140
18201,612854	-134,712891
18202,285767	-135,552338
18202,958679	-135,748795
18203,631592	-136,102753
18204,304504	-135,702499
18204,977417	-134,006790
18205,650330	-136,316452
18206,323242	-137,092636
18206,996155	-136,453720
18207,669067	-135,294235
18208,341980	-137,447006
18209,014893	-134,124481
18209,687805	-131,758270
18210,360718	-132,589188
18211,033630	-133,892563
18211,706543	-135,468338
18212,379456	-132,963257
18213,052368	-133,785110
18213,725281	-134,112549
18214,398193	-134,033768
18215,071106	-134,450668
18215,744019	-134,214691
18216,416931	-131,768265
18217,089844	-133,030182
18217,762756	-132,822586
18218,435669	-133,533493
18219,108582	-132,642975
18219,781494	-133,271942
18220,454407	-133,934509
18221,127319	-132,304123
18221,800232	-133,884964
18222,473145	-132,270294
18223,146057	-134,219254
18223,818970	-135,273926
18224,491882	-134,337769
18225,164795	-133,832962
18225,837708	-136,120453
18226,510620	-135,804657
18227,183533	-137,729614
18227,856445	-136,111099
18228,529358	-135,557419
18229,202271	-136,501541
18229,875183	-135,753723
18230,548096	-135,226532
18231,221008	-134,996918
18231,893921	-134,536911
18232,566833	-135,170166
18233,239746	-135,449020
18233,912659	-135,596375
18234,585571	-133,618744
18235,258484	-134,005341
18235,931396	-134,553528
18236,604309	-134,008804
18237,277222	-131,530502
18237,950134	-131,376266
18238,623047	-135,002884
18239,295959	-136,233627
18239,968872	-133,997360
18240,641785	-132,576752
18241,314697	-133,961319
18241,987610	-136,832153
18242,660522	-135,694534
18243,333435	-135,755402
18244,006348	-136,326569
18244,679260	-134,497253
18245,352173	-133,393158
18246,025085	-134,798569
18246,697998	-134,374924
18247,370911	-133,828079
18248,043823	-134,739120
18248,716736	-135,443558
18249,389648	-132,810852
18250,062561	-132,300842
18250,735474	-133,525513
18251,408386	-133,492126
18252,081299	-133,910294
18252,754211	-135,263168
18253,427124	-135,243698
18254,100037	-134,082016
18254,772949	-135,530380
18255,445862	-134,822479
18256,118774	-135,770340
18256,791687	-134,139404
18257,464600	-133,655182
18258,137512	-135,537537
18258,810425	-135,322693
18259,483337	-126,533440
18260,156250	-120,923470
18260,829163	-127,465462
18261,502075	-134,980865
18262,174988	-133,572388
18262,847900	-139,422501
18263,520813	-138,558319
18264,193726	-137,363235
18264,866638	-134,647598
18265,539551	-135,534775
18266,212463	-134,600250
18266,885376	-134,408691
18267,558289	-135,691666
18268,231201	-136,620132
18268,904114	-136,390854
18269,577026	-133,898071
18270,249939	-133,929886
18270,922852	-132,024994
18271,595764	-131,558090
18272,268677	-134,153976
18272,941589	-134,815186
18273,614502	-136,802704
18274,287415	-134,282211
18274,960327	-135,637238
18275,633240	-138,094604
18276,306152	-134,497116
18276,979065	-134,674545
18277,651978	-139,061539
18278,324890	-139,101944
18278,997803	-134,854370
18279,670715	-132,557831
18280,343628	-135,012802
18281,016541	-134,200302
18281,689453	-134,207855
18282,362366	-134,783203
18283,035278	-134,588104
18283,708191	-136,453232
18284,381104	-132,728775
18285,054016	-134,318176
18285,726929	-134,837219
18286,399841	-132,495544
18287,072754	-131,961960
18287,745667	-133,961792
18288,418579	-135,482376
18289,091492	-132,625671
18289,764404	-134,248138
18290,437317	-134,569214
18291,110229	-133,035980
18291,783142	-133,099258
18292,456055	-133,546280
18293,128967	-136,685623
18293,801880	-135,069763
18294,474792	-135,123901
18295,147705	-134,590851
18295,820618	-135,586990
18296,493530	-135,505142
18297,166443	-133,744537
18297,839355	-133,289200
18298,512268	-131,894241
18299,185181	-133,866592
18299,858093	-132,702484
18300,531006	-133,968414
18301,203918	-133,407455
18301,876831	-134,411835
18302,549744	-134,387268
18303,222656	-133,304718
18303,895569	-132,134506
18304,568481	-132,676682
18305,241394	-132,957001
